"question_id","domain","objective_id","concept","review_basis"
"secplus-644","Threats, Vulnerabilities, and Mitigations","2.3","software-and-cryptographic-weaknesses","editorial reassignment during structured audit"
"secplus-645","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-646","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-647","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-648","Security Operations","4.3","vulnerability-management","existing objective and concept reviewed"
"secplus-649","Security Operations","4.1","secure-resources","existing objective and concept reviewed"
"secplus-650","Security Operations","4.6","identity-access","existing objective and concept reviewed"
"secplus-651","Threats, Vulnerabilities, and Mitigations","2.4","attack-behavior-and-indicators","editorial reassignment during structured audit"
"secplus-652","Threats, Vulnerabilities, and Mitigations","2.4","attack-behavior-and-indicators","editorial reassignment during structured audit"
"secplus-653","General Security Concepts","1.1","physical-and-control-classification","editorial reassignment during structured audit"
"secplus-654","General Security Concepts","1.1","physical-and-control-classification","editorial reassignment during structured audit"
"secplus-655","General Security Concepts","1.1","physical-and-control-classification","editorial reassignment during structured audit"
"secplus-656","General Security Concepts","1.1","physical-and-control-classification","editorial reassignment during structured audit"
"secplus-657","Security Operations","4.1","secure-resources","existing objective and concept reviewed"
"secplus-658","Threats, Vulnerabilities, and Mitigations","2.2","social-engineering-and-physical-vectors","editorial reassignment during structured audit"
"secplus-659","Security Operations","4.9","investigation-data","existing objective and concept reviewed"
"secplus-660","Security Operations","4.9","investigation-data","existing objective and concept reviewed"
"secplus-661","Security Operations","4.2","asset-management","existing objective and concept reviewed"
"secplus-662","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-663","Security Operations","4.2","asset-management","existing objective and concept reviewed"
"secplus-664","Security Operations","4.2","asset-management","existing objective and concept reviewed"
"secplus-665","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-666","Security Operations","4.9","investigation-data","existing objective and concept reviewed"
"secplus-667","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-668","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-669","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-670","Security Program Management and Oversight","5.1","governance","existing objective and concept reviewed"
"secplus-671","Security Program Management and Oversight","5.1","governance","existing objective and concept reviewed"
"secplus-672","Security Program Management and Oversight","5.5","audits-assessments","existing objective and concept reviewed"
"secplus-673","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-674","Security Program Management and Oversight","5.2","risk-management","existing objective and concept reviewed"
"secplus-675","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-676","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-677","Security Program Management and Oversight","5.6","phishing-and-social-engineering-training","existing objective and concept reviewed"
"secplus-678","Security Program Management and Oversight","5.6","security-culture-and-reporting","existing objective and concept reviewed"
"secplus-679","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-680","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-681","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-682","Security Operations","4.5","enterprise-capabilities","existing objective and concept reviewed"
"secplus-683","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-684","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-685","Security Program Management and Oversight","5.3","vendor-due-diligence-and-monitoring","existing objective and concept reviewed"
"secplus-686","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-687","Security Program Management and Oversight","5.5","audits-assessments","existing objective and concept reviewed"
"secplus-688","Security Program Management and Oversight","5.1","program-governance-and-reporting","editorial reassignment during structured audit"
"secplus-689","Security Program Management and Oversight","5.5","audits-assessments","existing objective and concept reviewed"
"secplus-690","Security Program Management and Oversight","5.6","security-culture-and-reporting","existing objective and concept reviewed"
"secplus-691","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-692","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-693","General Security Concepts","1.4","certificate-status-and-pki","existing objective and concept reviewed"
"secplus-694","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-695","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-696","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-697","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-698","Security Program Management and Oversight","5.2","risk-management","existing objective and concept reviewed"
"secplus-699","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-700","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-701","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-702","Security Program Management and Oversight","5.1","program-governance-and-reporting","editorial reassignment during structured audit"
"secplus-703","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-704","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-705","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-706","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-707","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-708","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-709","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-710","Security Program Management and Oversight","5.1","governance","existing objective and concept reviewed"
"secplus-711","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-712","Security Program Management and Oversight","5.3","editorial-reviewed-secondary","existing objective and concept reviewed"
"secplus-713","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-714","Security Program Management and Oversight","5.5","assessment-independence-and-evidence","editorial reassignment during structured audit"
"secplus-715","Security Operations","4.6","identity-access-and-account-lifecycle","editorial reassignment during structured audit"
"secplus-716","Security Operations","4.4","monitoring-alerting","existing objective and concept reviewed"
"secplus-717","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-718","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-719","Threats, Vulnerabilities, and Mitigations","2.1","editorial-reviewed-secondary","existing objective and concept reviewed"
"secplus-720","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-721","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-722","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-723","Security Program Management and Oversight","5.5","audits-assessments","existing objective and concept reviewed"
"secplus-724","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-725","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-726","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-727","Threats, Vulnerabilities, and Mitigations","2.1","insider-and-shadow-it","existing objective and concept reviewed"
"secplus-728","Security Program Management and Oversight","5.2","risk-management","existing objective and concept reviewed"
"secplus-729","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-730","Security Program Management and Oversight","5.1","governance","existing objective and concept reviewed"
"secplus-731","Security Operations","4.9","investigation-data","existing objective and concept reviewed"
"secplus-732","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-733","Threats, Vulnerabilities, and Mitigations","2.1","actor-motivation-and-capability","existing objective and concept reviewed"
"secplus-734","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-735","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-736","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-737","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-738","General Security Concepts","1.4","hashing-signatures-and-integrity","existing objective and concept reviewed"
"secplus-739","Security Program Management and Oversight","5.3","contracts-and-agreements","existing objective and concept reviewed"
"secplus-740","Security Program Management and Oversight","5.1","governance","existing objective and concept reviewed"
"secplus-741","Security Program Management and Oversight","5.1","program-governance-and-reporting","editorial reassignment during structured audit"
"secplus-742","Security Program Management and Oversight","5.5","audits-assessments","existing objective and concept reviewed"
"secplus-743","Security Program Management and Oversight","5.2","risk-management","existing objective and concept reviewed"
"secplus-744","Security Program Management and Oversight","5.5","audits-assessments","existing objective and concept reviewed"
"secplus-745","Security Program Management and Oversight","5.1","governance","existing objective and concept reviewed"
"secplus-746","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-747","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-748","Security Program Management and Oversight","5.6","role-based-and-recurring-training","existing objective and concept reviewed"
"secplus-749","Security Operations","4.3","vulnerability-management","existing objective and concept reviewed"
"secplus-750","Security Program Management and Oversight","5.4","compliance-privacy","existing objective and concept reviewed"
"secplus-pbq-001","Security Operations","4.4","cross-source-triage","existing objective and concept reviewed"
"secplus-pbq-002","Security Architecture","3.1","architecture-models","existing objective and concept reviewed"
"secplus-pbq-003","Threats, Vulnerabilities, and Mitigations","2.3","vulnerabilities","existing objective and concept reviewed"
"secplus-pbq-004","General Security Concepts","1.1","security-controls","existing objective and concept reviewed"
"secplus-pbq-005","Security Operations","4.9","log-source-correlation","existing objective and concept reviewed"
"secplus-pbq-006","Security Architecture","3.2","enterprise-infrastructure","existing objective and concept reviewed"
"secplus-pbq-007","Security Program Management and Oversight","5.2","risk-management","existing objective and concept reviewed"
"secplus-pbq-008","Threats, Vulnerabilities, and Mitigations","2.2","vectors-surfaces","existing objective and concept reviewed"
"secplus-pbq-009","Security Operations","4.8","incident-response","existing objective and concept reviewed"
"secplus-pbq-010","Security Architecture","3.3","data-egress-policy","existing objective and concept reviewed"
